componentidentifier;count;componentidentifier
unknown;20
5.527.339;11
319.010;9
NO NUMBER;8
310.284;8
BS2982;7
962256000;7
310.509;6
314.413;6
07-30600;6
1M;6
309.530;6
314.070;6
319.390;6
MD R 02/14;6
323.029;6
311.430;6
BT020R;6
314.030;5
BC271R;5
8471.23;5
214615;5
310.190;5
511.115;5
511.776;5
310.250;5
4080;5
525001;5
03.111.005;5
07-10006;5
27502;5
BM066R;5
PA720;5
AR-1949;5
BD511R;5
312.460;5
17;5
FK166R;5
314.020;5
33132;5
MD14.5401.40;5
8065750469;5
BB073R;5
214626;5
351.050;5
33300;5
03.010.103;5
314.467;5
312.140;5
323.360;5
4020;5
399.190;5
EA016R;5
319.520;5
399.360;5
71631161;5
705170;5
311.440;5
310.350;5
399.970;5
399.990;5
71631068;5
7163-1066;5
JG522R;5
5100-004-000;5
319.100;5
010002725;5
01.06808.300;5
BD562R;5
310.310;5
01.06520.000;5
07-30111;5
214641;4
214640;4
110026853;4
75.00.09;4
8756481;4
110026852;4
AR 200-18;4
00-7806-050-00;4
00-7942-020-00;4
110026851;4
214646;4
311.34;4
312.151;4
75.11.00-02;4
AR 220-15;4
012020;4
5950;4
BD557R;4
110026854;4
110003330;4
2R2;4
312.280;4
110026857;4
110026856;4
43-09830;4
BD512R;4
309.038;4
4356;4
702926;4
398.410;4
399.074;4
72202087;4
110026855;4
309.521;4
399.180;4
399.480;4
399.490;4
BD561R;4
BB084R;4
311.460;4
702932;4
71631150;4
090977;4
BC606R;4
78.00.38;4
264-03;4
07-30400;4
3150;4
393.100;4
D221750044;4
07-10021;4
C11.250.20;4
314.670;4
329.040;4
329.081;4
495 NA;4
182.210.18;4
314.453;4
319.970;4
71631278;4
SURGI-TEC;4
323.202;4
319.090;4
319.060;4
323.042;4
323.027;4
SZ0617;4
SZ0717;4
71631114;4
321.170;4
SZ1217;4
ND005R;4
544995T;4
71631172;4
71631185;4
121002;4
503-627-9957;4
4940-9-030;4
26075V;4
950501207;4
KP248417;4
BD222R;4
1192.04;4
4040;4
02.321.23;4
09.50.10.00150;4
33121;4
1320-0090;4
8106.034;4
314.036;4
819000.00;4
BC253R;4
1806-0110;4
1806-0098;4
950502071;4
314.091;4
1806-4270;4
FK117R;4
314.150;4
314.152;4
BC263R;4
314.270;4
24.04.52-S;4
314.280;4
314.281;4
1320-0200;4
39-558;4
39-560;4
39-562;4
39-564;4
39-566;4
311.320;4
391.820;4
310.890;4
310.430;4
FO409R;4
310.280;4
BM013R;4
310.89;4
72.13.02-10;4
03.019.017;4
PRO6128;4
BF432R;4
E17;4
OL165R;4
BM077R;4
20-730-16;4
7205178;4
03.110.005;4
BJ012R;4
311.012;4
70.00.01;4
75.26.05;4
BH642R;4
BM065R;4
01.06310.004;4
03.010.104;4
702449;4
FO515R;4
310.260;4
355.16;4
BF122R;4
702499;4
AR-1986;4
DK7796;4
544965T;4
310.972;4
70.08.89;4
72.40.21;4
310.370;4
45-80040;4
310.440;4
E22;4
BH111R;4
BM067R;4
8393.0003;4
01.06520.100;4
54.02.0148;3
71362753;3
71362754;3
71362752;3
71362747;3
71362751;3
71362750;3
71362749;3
71362748;3
71362746;3
71362745;3
71362744;3
71362743;3
71362755;3
292.622;3
71362756;3
71362803;3
7204865;3
71362935;3
71362925;3
703894;3
703892;3
71362915;3
703887;3
703886;3
L93606;3
703885;3
7205000000;3
J1008;3
351.480;3
71362804;3
703883;3
71362757;3
71362802;3
21-6600;3
703882;3
30120L1;3
292.623;3
BC615R;3
703880;3
71362764;3
71362763;3
71362762;3
71362761;3
71362760;3
71362759;3
71362758;3
71362742;3
AH11-0322;3
495NCS;3
495NA;3
BV073R;3
04.33.68;3
BF433R;3
26120BA;3
B35049;3
351.440;3
292.160.01;3
602GP;3
EM111R;3
4940-2-140;3
4940-2-020;3
24-512;3
4940-1-010;3
BF432;3
EM112R;3
PH 334400;3
39-570;3
39-568;3
4936-2-040;3
4936-2-010;3
01-15345;3
4936-0-015;3
551000;3
2000;3
S01 005;3
869188;3
BJ325;3
